iter	TotalF1	MultiClass
197	0.4963546969	0.9540479679
198	0.4963944906	0.9539926386
199	0.4965799584	0.9539205817
200	0.4966054486	0.9538465274
201	0.4966954925	0.9537622041
202	0.4968234821	0.9536902245
203	0.4969736232	0.953638855
204	0.4970443931	0.9535868534
205	0.497225289	0.9535044268
206	0.4972601115	0.953433138
207	0.4973827645	0.9533817919
208	0.4974540021	0.9533143589
209	0.4974555394	0.9532560317
210	0.4975238101	0.9531934156
211	0.4975434062	0.9531354067
212	0.4977246773	0.9530786393
213	0.4977117186	0.9530430943
214	0.4977910364	0.9530108724
215	0.4978649998	0.9529611609
216	0.4979658718	0.9528995641
217	0.4980699378	0.9528697045
218	0.4981145952	0.9527716239
219	0.4981795164	0.9527301424
220	0.4983707045	0.9526577882
221	0.49844832	0.952590506
222	0.4984030666	0.9524880233
223	0.498490289	0.9524330345
224	0.4984872707	0.952403523
225	0.498708887	0.9523148961
226	0.498704308	0.9523046832
227	0.4985868083	0.9522388649
228	0.4987346814	0.9521555397
229	0.498778255	0.9520872246
230	0.4988370938	0.9520503732
231	0.4988568572	0.9520248173
232	0.4989899418	0.9519707584
233	0.4991799829	0.9519198499
234	0.4992369867	0.9518453837
235	0.4992797242	0.951784568
236	0.4993464678	0.9517259667
237	0.4994100913	0.9516813405
238	0.499397464	0.9516318953
239	0.4994469352	0.9515683053
240	0.4995136812	0.9515610848
241	0.4996051249	0.9514778016
242	0.4996396138	0.9513823854
243	0.4996905199	0.9513235235
244	0.4996642972	0.9513098812
245	0.4998581645	0.9512511684
246	0.4998981179	0.9511500784
247	0.4999301622	0.9511442632
248	0.5000322596	0.9511110634
249	0.5002212772	0.9510671176
250	0.5002807593	0.9510089385
251	0.5003079238	0.9509528573
252	0.5003047923	0.9508887574
253	0.5003332614	0.9508493328
254	0.5004187888	0.9507965562
255	0.5005721301	0.950745955
256	0.5006163945	0.9506999221
257	0.5007114212	0.9506755108
258	0.5007272837	0.9506392877
259	0.5007446175	0.9506290959
260	0.5008217647	0.9506014727
261	0.5008306533	0.9505678828
262	0.5007988481	0.9505346302
263	0.5007789789	0.9504817819
264	0.5008191379	0.9504470821
265	0.500926215	0.9504023042
266	0.5009573345	0.9503527565
267	0.5010358955	0.9503118104
268	0.5010535604	0.9502823107
269	0.5010545168	0.9502420049
270	0.5010532144	0.9502123778
271	0.5011363702	0.950156696
272	0.5012794509	0.9501244799
273	0.501336298	0.9500847618
274	0.5013238295	0.9500818841
275	0.5013315832	0.9500079604
276	0.5014182462	0.9499737135
277	0.5015075753	0.9499343616
278	0.5016020113	0.9498956211
279	0.5016592602	0.9498680063
280	0.5016809819	0.9498362112
281	0.5016775088	0.9498028291
282	0.5018896092	0.9497432381
283	0.5019111591	0.9497071014
284	0.50205104	0.9496811864
285	0.502154621	0.9496426301
286	0.5021040949	0.9496186752
287	0.502141373	0.9496021653
288	0.5021425606	0.9495606195
289	0.5021753434	0.9495540744
290	0.5021840483	0.9495419502
291	0.5021873212	0.9495240166
292	0.5021952881	0.9494550089
293	0.5022407867	0.949431517
294	0.5023633898	0.9493992693
295	0.5024609358	0.9493583712
296	0.5025045091	0.9493157302
297	0.5026009459	0.9492895869
298	0.502651974	0.9492429342
299	0.5026269843	0.949166315
300	0.5025997517	0.9491077567
301	0.5025925124	0.9490850543
302	0.5027672809	0.949027612
303	0.50276765	0.9490147343
304	0.5028447315	0.9489705298
305	0.5029564602	0.9489286064
306	0.5030147551	0.9488887997
307	0.5030897889	0.9488597711
308	0.5031410556	0.9488495381
309	0.5031058667	0.94882841
310	0.503232509	0.9487961524
311	0.5032170674	0.9487400043
312	0.5033010925	0.948705561
313	0.5032956349	0.9486831533
314	0.5033446619	0.9486369462
315	0.5034467691	0.9485909555
316	0.5034644097	0.9485760899
317	0.5034639295	0.9485445015
318	0.5034520406	0.9484996853
319	0.5034464959	0.948466145
320	0.5034502929	0.9484585396
321	0.5034851775	0.9484385698
322	0.5034914825	0.9484128121
323	0.5035564259	0.9483768475
324	0.5036453954	0.9483511943
325	0.5037798061	0.9483015062
326	0.5037911034	0.9482315135
327	0.5038119399	0.9482193829
328	0.5038907735	0.9481741704
329	0.5039757672	0.9481186989
330	0.5040438338	0.9480858044
331	0.5040904124	0.9480451168
332	0.5041079006	0.9480190854
333	0.504202803	0.947994625
334	0.5042757607	0.9479587775
335	0.5042613095	0.947956079
336	0.5042912079	0.9479372548
337	0.5043561288	0.9479051746
338	0.5043427769	0.9478889936
339	0.5043888344	0.9478712958
340	0.5044460927	0.9478592214
341	0.5044191498	0.9478529697
342	0.5044695937	0.9478339512
343	0.5045181824	0.9478032132
344	0.5045858347	0.9477844817
345	0.5046872876	0.947718426
346	0.5046733575	0.9476812595
347	0.5047531586	0.9476717061
348	0.5046700259	0.9476260703
349	0.5047466343	0.947599968
350	0.5047679469	0.9475698435
351	0.5048705364	0.9475346481
352	0.5048757528	0.9474882767
353	0.5049698441	0.9474196042
354	0.5049869184	0.9473800556
355	0.5049912705	0.9473703936
356	0.5050859267	0.9473256682
357	0.5051237138	0.9473027183
358	0.5052086163	0.9472681533
359	0.5053324971	0.9472343264
360	0.5054066156	0.9471997401
361	0.5054773339	0.9471738094
362	0.5055398565	0.9471607677
363	0.5055824721	0.9471272704
364	0.5055504633	0.9471133478
365	0.5055962123	0.9470933396
366	0.5056673347	0.9470722333
367	0.5056341402	0.9470537509
368	0.50577758	0.9470034987
369	0.5057965825	0.9469730398
370	0.5058473599	0.9469414819
371	0.5058720802	0.9468928963
372	0.5059684249	0.946865719
373	0.5059680201	0.9468225264
374	0.5061131129	0.9467847214
375	0.5061304449	0.9467525452
376	0.5061519997	0.9467316149
377	0.5061181455	0.9466696302
378	0.5062494574	0.9466406615
379	0.5063000221	0.9466069718
380	0.5062751463	0.9465525091
381	0.5062578989	0.946520548
382	0.506348123	0.9464711852
383	0.5064229833	0.9464379368
384	0.5064298216	0.9464141527
385	0.5064899958	0.9463792978
386	0.5064963606	0.9463096765
387	0.5065187477	0.9462804435
388	0.5065808518	0.9462511419
389	0.5066687792	0.9462077735
390	0.5067478099	0.9461854606
391	0.5067550546	0.946174044
392	0.5067134235	0.9461259426
393	0.5068703372	0.9460895352
394	0.5069957092	0.9460473416
395	0.5070102276	0.9459944542
396	0.5070676053	0.9459743122
397	0.5072059233	0.9459368829
398	0.5072136908	0.9459112849
399	0.507308159	0.9458891204
400	0.5073547655	0.9458624794
401	0.5074277741	0.9458065482
402	0.5074842776	0.945772968
403	0.5075272549	0.9457403694
404	0.5075366038	0.9456553111
405	0.5075307107	0.9456371922
406	0.5076945682	0.9456139764
407	0.5076708111	0.9455815521
408	0.5076760489	0.9455476182
409	0.5077117026	0.9455251075
410	0.5077876208	0.9454983647
411	0.5077977108	0.9454751637
412	0.5078392769	0.9454617463
413	0.5077577239	0.9454261464
414	0.5079010308	0.9453647581
415	0.5079308637	0.9453231405
416	0.5078554249	0.945276653
417	0.5079571928	0.945211198
418	0.5080143363	0.945166317
419	0.5081689067	0.9451126342
420	0.5080911874	0.9450868032
421	0.5082435815	0.9450412376
422	0.5082311521	0.9449927933
423	0.5082869888	0.9449648203
424	0.5084289472	0.9449311354
425	0.5084841046	0.9449137291
426	0.5084512009	0.9448681954
427	0.5084238357	0.9448321767
428	0.5084754279	0.9448071785
429	0.5085084429	0.9447866111
430	0.5085723991	0.9447358181
431	0.5086519157	0.9446974149
432	0.5085723351	0.9446598532
433	0.5086047773	0.94464056
434	0.5086525617	0.9446184997
435	0.5086458294	0.9445772633
436	0.5087228912	0.944543427
437	0.5087724201	0.9444839391
438	0.5087652072	0.9444031862
439	0.5088142442	0.9443699994
440	0.5087969774	0.9443412533
441	0.5088624422	0.9443070218
442	0.5087811507	0.9442834637
443	0.5089152525	0.944261328
444	0.5090006494	0.944229706
445	0.5091026128	0.9441820451
446	0.5091481742	0.9441614036
447	0.5091439066	0.9441316755
448	0.5091643723	0.9440941963
449	0.5091716412	0.9440673308
450	0.5092422957	0.9440101763
451	0.5092527929	0.9439849348
452	0.5092982611	0.9439342465
453	0.5093308695	0.9439085952
454	0.5093140364	0.9438551232
455	0.5093329587	0.9438084831
456	0.5093928399	0.9437679996
457	0.5094369674	0.9437476065
458	0.5093835276	0.9437250064
459	0.5093733822	0.9436951905
460	0.5094983365	0.9436695827
461	0.5095414324	0.9436046053
462	0.509564592	0.943590513
463	0.5096224172	0.9435545811
464	0.5096561774	0.9435003023
465	0.5096177277	0.9434516903
466	0.5096494719	0.943421959
467	0.5096653184	0.9433919385
468	0.5095329877	0.9433644255
469	0.5095551951	0.9433444907
470	0.5095507333	0.9433264659
471	0.5097021765	0.9432962589
472	0.509716377	0.9432657749
473	0.5097206808	0.9432045675
474	0.5096365941	0.9431672556
475	0.5096536674	0.9431473479
476	0.509737011	0.943123184
477	0.5097644891	0.9430850035
478	0.5098473096	0.9430426993
479	0.5099160583	0.9430171868
480	0.5098943698	0.9429940337
481	0.5099158211	0.9429597641
482	0.5098837766	0.9429314502
483	0.5100713682	0.942897124
484	0.5101329406	0.9428622361
485	0.5101286579	0.9428236434
486	0.510288207	0.9428010103
487	0.5103745488	0.9427633324
488	0.5104092849	0.9427279307
489	0.5104854252	0.9427088496
490	0.5104776271	0.9426820401
491	0.5105633159	0.9426452418
492	0.5105863973	0.9426205092
493	0.5105905959	0.9425643005
494	0.5106501346	0.94254084
495	0.5106984028	0.942516647
496	0.5107780236	0.9424761961
497	0.5107999266	0.9424570806
498	0.5107977212	0.9424366488
499	0.51080751	0.9424210099
500	0.5108311202	0.9423942611
501	0.5108722029	0.9423713861
502	0.5109413816	0.9423296332
503	0.5109136407	0.9423007144
504	0.510980098	0.9422682324
505	0.5109333509	0.942213852
506	0.5110054209	0.9421857966
507	0.5110495729	0.9421604679
508	0.5111019819	0.9421101674
509	0.5112010667	0.9420935845
510	0.5111833456	0.9420688733
511	0.5112302449	0.9420436857
512	0.5112898944	0.9420220468
513	0.5112995599	0.94199481
514	0.5113503005	0.9419443482
515	0.5113759447	0.9418876944
516	0.5113803951	0.941861991
517	0.5113712443	0.9418426841
518	0.5114036294	0.9418226509
519	0.5114659738	0.9418019619
520	0.5115578264	0.9417566442
521	0.5115269087	0.941721568
522	0.511584451	0.941676115
523	0.511622024	0.9416254863
524	0.511726427	0.9415891004
525	0.5117911746	0.941554566
526	0.5118520282	0.9415364841
527	0.5118495437	0.9415154354
528	0.5118360292	0.9414875302
529	0.5118125957	0.941444849
530	0.5118738444	0.9414055426
531	0.511870473	0.9413800759
532	0.5119129395	0.9413527712
533	0.5118884143	0.9413220596
534	0.5119227082	0.9412743913
535	0.5119596714	0.9412426028
536	0.5119435177	0.9412271548
537	0.5120253099	0.941191481
538	0.5120367318	0.9411701662
539	0.512218138	0.9411331628
540	0.5121908292	0.9410981388
541	0.5122128669	0.9410920274
542	0.5122886896	0.941058006
543	0.5123218935	0.9410241723
544	0.5124122457	0.9409958508
545	0.5124812363	0.9409650103
546	0.5123962631	0.9409388191
547	0.5124129385	0.9409077493
548	0.5124170924	0.9408796105
549	0.512514046	0.9408566076
550	0.5126664273	0.940837248
551	0.5125967009	0.9408234597
552	0.5126057295	0.9408117153
553	0.5126325006	0.9407713274
554	0.5126452333	0.9407423283
555	0.512685607	0.9407036634
556	0.5127218348	0.9406705307
557	0.5127316667	0.9406486971
558	0.5127145184	0.9406370932
559	0.5127329898	0.9406162681
560	0.5127080565	0.9405859755
561	0.512704544	0.9405459579
562	0.5127859813	0.9405118728
563	0.512918165	0.9404595187
564	0.5128865682	0.940436989
565	0.5129833754	0.940373225
566	0.512948299	0.9403240864
567	0.5129123627	0.9402556094
568	0.5129218571	0.9402365088
569	0.5129010113	0.9402130292
570	0.5130942224	0.9401665932
571	0.513067125	0.9401509806
572	0.5131269037	0.9401310952
573	0.5131085538	0.9401044584
574	0.5132023879	0.9400730093
575	0.5131992612	0.9400522324
576	0.5131537714	0.9400268506
577	0.5131830357	0.9400079755
578	0.5132525293	0.9399916407
579	0.5131872364	0.9399718335
580	0.5132703701	0.9399519282
581	0.5132898111	0.9399257248
582	0.5133084005	0.939896006
583	0.5133405527	0.9398700963
584	0.5133364064	0.9398545845
585	0.5132954381	0.9398226691
586	0.5133482228	0.9397820887
587	0.5135626563	0.9397636509
588	0.5136309985	0.9397239917
589	0.5136848217	0.9396949745
590	0.5136389965	0.9396737953
591	0.5136103567	0.9396449168
592	0.5136012019	0.9396056185
593	0.5137291009	0.9395719048
594	0.5137828316	0.9395491377
595	0.5138282008	0.9395261898
596	0.5137841075	0.9394915452
597	0.513832459	0.9394731332
598	0.5138364167	0.9394399704
599	0.5138181829	0.9394160424
600	0.51382742	0.939375704
601	0.5138723796	0.9393569743
602	0.5138836326	0.9393393806
603	0.5139549586	0.9393064959
604	0.5139644392	0.9392812445
605	0.514018762	0.9392613009
606	0.5140345908	0.9392310411
607	0.5141641432	0.939206165
608	0.5141320815	0.9391903952
609	0.514121455	0.9391545163
610	0.5141376202	0.9391424229
611	0.5142335885	0.9391053728
612	0.5141253858	0.9390861472
613	0.5141106199	0.9390580928
614	0.5141735236	0.9390237294
615	0.5142049128	0.939001542
616	0.5142940035	0.9389829459
617	0.5142884321	0.9389626964
618	0.5143132441	0.9389297754
619	0.5143018959	0.9389154431
620	0.5143110722	0.9388830803
621	0.5143723069	0.9388475631
622	0.5144052897	0.9388364667
623	0.5144116134	0.9388186934
624	0.5143876904	0.9387970062
625	0.5144474958	0.9387787725
626	0.5145787701	0.938746062
627	0.5145985253	0.9387320978
628	0.5145880314	0.9387113165
629	0.514604928	0.9386911638
630	0.5146375244	0.9386661307
631	0.5145909941	0.9386421466
632	0.5145371044	0.9386159673
633	0.5145416814	0.9385937594
634	0.5145872541	0.938584265
635	0.5146070489	0.9385570159
636	0.5148099405	0.9385197368
637	0.514782357	0.9385050279
638	0.5148209857	0.9384902629
639	0.5147488357	0.9384644718
640	0.514770932	0.9384347537
641	0.5147733321	0.9384242952
642	0.5149891927	0.9383459632
643	0.5150794254	0.9383119407
644	0.5151055594	0.9382789747
645	0.5150385078	0.9382506765
646	0.5150835593	0.9382302764
647	0.515078502	0.9382157187
648	0.5151060414	0.9382077613
649	0.5151311995	0.9381818841
650	0.5152200415	0.9381413192
651	0.5152651552	0.9381133001
652	0.5153240545	0.9380866479
653	0.5152824172	0.9380509928
654	0.5153194275	0.9380328864
655	0.5153830891	0.9380158206
656	0.515397381	0.9379868167
657	0.515424133	0.9379690617
658	0.5154684029	0.937948637
659	0.5156058417	0.9378773826
660	0.5155884636	0.9378516615
661	0.5156265195	0.9377988951
662	0.5156895472	0.9377732851
663	0.5157085952	0.9377552851
664	0.5157667535	0.9377371133
665	0.5157756404	0.9377196921
666	0.5158232007	0.937701583
667	0.515750719	0.9376949729
668	0.515754474	0.9376634482
669	0.5158042499	0.9376423941
670	0.5158776637	0.9376188243
671	0.5158484819	0.9376107706
672	0.515906762	0.9375820295
673	0.5158854861	0.9375629558
674	0.5159101357	0.9375349908
675	0.5159725118	0.937520996
676	0.5159746859	0.9374957686
677	0.5159182359	0.9374765083
678	0.5159174768	0.9374675747
679	0.5159260635	0.9374553341
680	0.5159743912	0.937444334
681	0.5159690458	0.9374224333
682	0.5160067371	0.9374003424
683	0.5160635419	0.9373874328
684	0.5160332044	0.9373785335
685	0.5160474066	0.9373610194
686	0.516078478	0.9373419102
687	0.5160610833	0.9373275754
688	0.5161206476	0.9372992248
689	0.5161454379	0.9372755756
690	0.5162687083	0.9372500562
691	0.5162976071	0.9372375879
692	0.5162715863	0.9372122367
693	0.5163516441	0.9372026295
694	0.5162966753	0.9371650071
695	0.5162768429	0.9371461702
696	0.5163046084	0.9371366075
697	0.5163026428	0.937116879
698	0.5164272174	0.9370823147
699	0.5165469692	0.9370560592
700	0.5165784083	0.9370294934
701	0.5166071252	0.9370144004
702	0.5166177783	0.9369809408
703	0.5166147054	0.9369444598
704	0.516697283	0.9369158056
705	0.5167593468	0.9368792651
706	0.5167699324	0.9368676019
707	0.516701641	0.9368454857
708	0.5168126611	0.9368249365
709	0.5169284995	0.9367907344
710	0.5168729112	0.9367726554
711	0.5168553468	0.9367503598
712	0.5168132408	0.9367365146
713	0.5168587354	0.9367204845
714	0.5168602477	0.9366888353
715	0.5168980148	0.9366723489
716	0.5169702732	0.9366337011
717	0.5170165729	0.9366080671
718	0.5170631531	0.9365783287
719	0.517123984	0.9365608496
720	0.5171051222	0.936540066
721	0.5171308925	0.936517889
722	0.5171229937	0.9365028809
723	0.5171046301	0.9364884538
724	0.5171164621	0.9364680207
725	0.5172000081	0.9364616167
726	0.5172496694	0.9364239236
727	0.5173124347	0.9363974059
728	0.5173087563	0.9363899609
729	0.5173371386	0.9363755914
730	0.5173239121	0.9363508189
731	0.5172561204	0.9363405237
732	0.5173263366	0.9363133884
733	0.5173012564	0.9362992345
734	0.5173159734	0.9362778176
735	0.5173398917	0.936249926
736	0.517409076	0.9362437282
737	0.5173481825	0.9362108625
738	0.5174642382	0.9361949008
739	0.5175360319	0.9361703227
740	0.517487412	0.9361487573
741	0.5174907696	0.9361153455
742	0.5175247775	0.9360937195
743	0.5175368695	0.9360735131
744	0.5175200647	0.9360404568
745	0.5174473951	0.9360266169
746	0.5174423334	0.9360118777
747	0.5175620907	0.9359852793
748	0.5176049621	0.9359622323
749	0.5176332816	0.9359352331
750	0.5176117	0.9359212866
751	0.5177441275	0.9358897229
752	0.517814002	0.9358602399
753	0.5178678365	0.9358354096
754	0.5177860745	0.9358236296
755	0.5178062698	0.935814076
756	0.5178948643	0.935794834
757	0.5179016975	0.9357799299
758	0.5179478995	0.9357693578
759	0.5179990441	0.935756315
760	0.5180265797	0.93573312
761	0.5180431861	0.9356974424
762	0.5181355285	0.9356709104
763	0.5180840539	0.9356458511
764	0.5180581823	0.9356360143
765	0.5180848067	0.9356190291
766	0.5181029287	0.935593809
767	0.518048029	0.9355758755
768	0.5180872308	0.9355489835
769	0.5181372994	0.9355045907
770	0.5182149169	0.9354910494
771	0.5182579198	0.9354691446
772	0.5182967916	0.9354423795
773	0.5183231622	0.9354245684
774	0.5183978899	0.9353994961
775	0.5184188227	0.9353865846
776	0.5183619219	0.9353586295
777	0.5183115244	0.9353309229
778	0.5182796244	0.9353149633
779	0.5183425708	0.9352927025
780	0.5183416601	0.9352853384
781	0.5183830267	0.9352712675
782	0.5183619697	0.9352445378
783	0.5183541789	0.9352197369
784	0.518378513	0.9352084465
785	0.5183955627	0.9351901421
786	0.5183930481	0.9351777547
787	0.5183933621	0.9351703348
788	0.5184256165	0.9351543579
789	0.5185234301	0.9351416725
790	0.5185028681	0.9351278934
791	0.5185030184	0.9351059623
792	0.5185274463	0.9350923911
793	0.5184321641	0.9350847534
794	0.5184403378	0.9350505882
795	0.5184334571	0.9350366721
796	0.5184676504	0.9350236958
797	0.5185119847	0.9349959518
798	0.5185166801	0.9349740654
799	0.5185968618	0.9349611729
800	0.5185152888	0.9349527806
801	0.5186559052	0.9349252385
802	0.5187717857	0.93490465
803	0.5187183128	0.9348908956
804	0.5186864053	0.934873675
805	0.5187280956	0.9348629125
806	0.5187378531	0.9348573155
807	0.5188366238	0.9348250972
808	0.5189524264	0.9347871898
809	0.5189446484	0.9347698559
810	0.518957411	0.9347426322
811	0.5189405643	0.9347272317
812	0.5189767414	0.9346928651
813	0.5189594598	0.9346716753
814	0.5191201025	0.9346512245
815	0.5190720994	0.9346222378
816	0.5190094665	0.9346042296
817	0.5190499426	0.9345790111
818	0.5190726008	0.9345505838
819	0.5191056156	0.9345393803
820	0.5190915985	0.9345355737
821	0.5190592014	0.9345175101
822	0.5191535171	0.9345127186
823	0.5192286532	0.934487096
824	0.5191916627	0.9344748951
825	0.5191633613	0.9344568942
826	0.5192092387	0.9344332185
827	0.5192301114	0.9344176398
828	0.5192007416	0.9344094643
829	0.5192205616	0.9343824902
830	0.5191887099	0.9343723845
831	0.5192717151	0.9343664052
832	0.5192375411	0.9343477686
833	0.5192960797	0.93431617
834	0.5193653285	0.9342972429
835	0.519349968	0.9342741448
836	0.5192991575	0.9342670101
837	0.5193086246	0.9342489808
838	0.5193134616	0.9342263641
839	0.5193275083	0.9342064961
840	0.5194044371	0.9341932894
841	0.5193297203	0.9341697384
842	0.5193254688	0.9341513658
843	0.5194247891	0.9341212582
844	0.519409718	0.9341108068
845	0.5194047328	0.9340958874
846	0.5194793555	0.9340743306
847	0.5194660656	0.9340575084
848	0.5195747552	0.9340466609
849	0.5195272908	0.9340295935
850	0.51962947	0.9340157498
851	0.5195726217	0.9339944293
852	0.5195969839	0.9339831215
853	0.5196128763	0.9339681073
854	0.5196848937	0.9339521175
855	0.5196934875	0.9339239929
856	0.5197413275	0.9339122384
857	0.5197516737	0.9338930813
858	0.5197305447	0.9338790429
859	0.5197373431	0.933872315
860	0.5198159986	0.9338455889
861	0.5197805924	0.9338245608
862	0.5198860732	0.9338079336
863	0.5199131657	0.9337837819
864	0.5199160779	0.9337724159
865	0.5199255445	0.9337643005
866	0.5199149017	0.9337534113
867	0.5199934998	0.9337394108
868	0.5200038154	0.9337301575
869	0.5200019612	0.9337180477
870	0.5199949302	0.933702875
871	0.5200112479	0.9336950779
872	0.5200722094	0.9336767483
873	0.5200477888	0.9336547816
874	0.5200496398	0.9336402358
875	0.5201133833	0.9336149421
876	0.5201233588	0.93358963
877	0.5201236931	0.9335795414
878	0.5201625114	0.9335504507
879	0.5201546872	0.9335338911
880	0.5201551226	0.9335206084
881	0.5201644202	0.9335137488
882	0.5201622442	0.9335024543
883	0.5202504322	0.9334770096
884	0.5202973301	0.9334489991
